Year,Period,Milk Cows,Milk Production Lbs,Milk Per Cow,Month
1948,NOV,22120000.0,7432000000,336.0,11
1948,DEC,22080000.0,7706000000,349.0,12
1947,JAN,23780000.0,8418000000,354.0,1
1947,FEB,23720000.0,8231000000,347.0,2
1947,MAR,23640000.0,9787000000,414.0,3
1947,APR,23560000.0,10508000000,446.0,4
1947,MAY,23480000.0,12491000000,532.0,5
1947,JUN,23400000.0,12631000000,540.0,6
1947,JUL,23300000.0,11930000000,512.0,7
1947,AUG,23230000.0,10454000000,450.0,8
1947,SEP,23130000.0,8998000000,389.0,9
1947,OCT,23010000.0,8445000000,367.0,10
1947,NOV,22900000.0,7374000000,322.0,11
1947,DEC,22800000.0,7547000000,331.0,12
1946,JAN,24410000.0,8202000000,336.0,1
1946,FEB,24330000.0,8029000000,330.0,2
1946,MAR,24250000.0,9603000000,396.0,3
1946,APR,24190000.0,10595000000,438.0,4
1946,MAY,24140000.0,12577000000,521.0,5
1946,JUN,24110000.0,12489000000,518.0,6
1946,JUL,24060000.0,11813000000,491.0,7
1946,AUG,24010000.0,10756000000,448.0,8
1946,SEP,23960000.0,9296000000,388.0,9
1946,OCT,23910000.0,8632000000,361.0,10
1946,NOV,23870000.0,7698000000,323.0,11
1946,DEC,23830000.0,8007000000,336.0,12
1945,JAN,25500000.0,8517000000,334.0,1
1945,FEB,25440000.0,8243000000,324.0,2
1945,MAR,25360000.0,9814000000,387.0,3
1945,APR,25280000.0,10718000000,424.0,4
1945,MAY,25190000.0,12696000000,504.0,5
1945,JUN,25110000.0,12907000000,514.0,6
1945,JUL,25040000.0,12194000000,487.0,7
1945,AUG,24910000.0,11010000000,442.0,8
1945,SEP,24810000.0,9428000000,380.0,9
1945,OCT,24700000.0,8719000000,353.0,10
1945,NOV,24580000.0,7718000000,314.0,11
1945,DEC,24500000.0,7864000000,321.0,12
1944,JAN,25560000.0,8358000000,327.0,1
1944,FEB,25570000.0,8438000000,330.0,2
1944,MAR,25580000.0,9592000000,375.0,3
1944,APR,25600000.0,10189000000,398.0,4
1944,MAY,25620000.0,12272000000,479.0,5
1944,JUN,25640000.0,12333000000,481.0,6
1944,JUL,25650000.0,11594000000,452.0,7
1944,AUG,25640000.0,10410000000,406.0,8
1944,SEP,25620000.0,9223000000,360.0,9
1944,OCT,25580000.0,8646000000,338.0,10
1944,NOV,25560000.0,7821000000,306.0,11
1944,DEC,25540000.0,8147000000,319.0,12
1943,JAN,25320000.0,8458000000,334.0,1
1943,FEB,25340000.0,8210000000,324.0,2
1943,MAR,25360000.0,9637000000,380.0,3
1943,APR,25390000.0,10359000000,408.0,4
1943,MAY,25420000.0,12303000000,484.0,5
1943,JUN,25460000.0,12654000000,497.0,6
1943,JUL,25480000.0,11848000000,465.0,7
1943,AUG,25500000.0,10608000000,416.0,8
1943,SEP,25520000.0,9111000000,357.0,9
1943,OCT,25530000.0,8425000000,330.0,10
1943,NOV,25540000.0,7560000000,296.0,11
1943,DEC,25550000.0,7844000000,307.0,12
1942,JAN,24710000.0,8451000000,342.0,1
1942,FEB,24770000.0,8149000000,329.0,2
1942,MAR,24840000.0,9539000000,384.0,3
1942,APR,24890000.0,10504000000,422.0,4
1942,MAY,24950000.0,12600000000,505.0,5
1942,JUN,25010000.0,12555000000,502.0,6
1942,JUL,25060000.0,11853000000,473.0,7
1942,AUG,25120000.0,10902000000,434.0,8
1942,SEP,25170000.0,9414000000,374.0,9
1942,OCT,25230000.0,8629000000,342.0,10
1942,NOV,25270000.0,7790000000,308.0,11
1942,DEC,25300000.0,8147000000,322.0,12
1941,JAN,23960000.0,8122000000,339.0,1
1941,FEB,24020000.0,7855000000,327.0,2
1941,MAR,24060000.0,9174000000,381.0,3
1941,APR,24100000.0,10050000000,417.0,4
1941,MAY,24170000.0,12182000000,504.0,5
1941,JUN,24230000.0,12042000000,497.0,6
1941,JUL,24300000.0,11372000000,468.0,7
1941,AUG,24370000.0,10455000000,429.0,8
1941,SEP,24440000.0,9238000000,378.0,9
1941,OCT,24530000.0,8684000000,354.0,10
1941,NOV,24600000.0,7798000000,317.0,11
1941,DEC,24670000.0,8116000000,329.0,12
1940,JAN,23440000.0,7670000000,327.0,1
1940,FEB,23480000.0,7631000000,325.0,2
1940,MAR,23520000.0,8796000000,374.0,3
1940,APR,23560000.0,9377000000,398.0,4
1940,MAY,23590000.0,11276000000,478.0,5
1940,JUN,23640000.0,11678000000,494.0,6
1940,JUL,23680000.0,10845000000,458.0,7
1940,AUG,23730000.0,9919000000,418.0,8
1940,SEP,23780000.0,8822000000,371.0,9
1940,OCT,23830000.0,8269000000,347.0,10
1940,NOV,23880000.0,7427000000,311.0,11
1940,DEC,23920000.0,7702000000,322.0,12
1939,JAN,23201000.0,7807000000,336.0,1
1939,FEB,23195000.0,7411000000,320.0,2
1939,MAR,23219000.0,8725000000,376.0,3
1939,APR,23227000.0,9195000000,396.0,4
1939,MAY,23241000.0,10903000000,469.0,5
1939,JUN,23250000.0,11277000000,485.0,6
1939,JUL,23265000.0,10498000000,451.0,7
1939,AUG,23283000.0,9515000000,409.0,8
1939,SEP,23311000.0,8394000000,360.0,9
1939,OCT,23334000.0,7945000000,340.0,10
1939,NOV,23364000.0,7433000000,318.0,11
1939,DEC,23400000.0,7689000000,329.0,12
1938,JAN,23226000.0,7438000000,320.0,1
1938,FEB,23221000.0,7089000000,305.0,2
1938,MAR,23213000.0,8443000000,364.0,3
1938,APR,23207000.0,9120000000,393.0,4
1938,MAY,23207000.0,10881000000,469.0,5
1938,JUN,23207000.0,11226000000,484.0,6
1938,JUL,23211000.0,10581000000,456.0,7
1938,AUG,23209000.0,9545000000,411.0,8
1938,SEP,23211000.0,8445000000,364.0,9
1938,OCT,23209000.0,8073000000,348.0,10
1938,NOV,23208000.0,7396000000,319.0,11
1938,DEC,23204000.0,7570000000,326.0,12
1937,JAN,23447000.0,7388000000,315.0,1
1937,FEB,23420000.0,6899000000,295.0,2
1937,MAR,23397000.0,8041000000,344.0,3
1937,APR,23382000.0,8560000000,366.0,4
1937,MAY,23363000.0,10466000000,448.0,5
1937,JUN,23342000.0,10955000000,469.0,6
1937,JUL,23322000.0,10323000000,443.0,7
1937,AUG,23304000.0,9192000000,394.0,8
1937,SEP,23289000.0,8071000000,347.0,9
1937,OCT,23274000.0,7735000000,332.0,10
1937,NOV,23259000.0,6981000000,300.0,11
1937,DEC,23244000.0,7297000000,314.0,12
1936,JAN,23909000.0,7292000000,305.0,1
1936,FEB,23882000.0,7159000000,300.0,2
1936,MAR,23859000.0,8244000000,346.0,3
1936,APR,23833000.0,8807000000,370.0,4
1936,MAY,23804000.0,10507000000,441.0,5
1936,JUN,23772000.0,10948000000,461.0,6
1936,JUL,23737000.0,9893000000,417.0,7
1936,AUG,23686000.0,8695000000,367.0,8
1936,SEP,23637000.0,8049000000,341.0,9
1936,OCT,23577000.0,8090000000,343.0,10
1936,NOV,23532000.0,7322000000,311.0,11
1936,DEC,23485000.0,7404000000,315.0,12
1935,JAN,24544000.0,7084000000,289.0,1
1935,FEB,24461000.0,6690000000,273.0,2
1935,MAR,24381000.0,7823000000,321.0,3
1935,APR,24301000.0,8440000000,347.0,4
1935,MAY,24237000.0,10222000000,422.0,5
1935,JUN,24178000.0,10991000000,455.0,6
1935,JUL,24125000.0,10384000000,430.0,7
1935,AUG,24074000.0,9402000000,391.0,8
1935,SEP,24029000.0,8258000000,344.0,9
1935,OCT,23991000.0,7702000000,321.0,10
1935,NOV,23963000.0,7003000000,292.0,11
1935,DEC,23933000.0,7206000000,301.0,12
1934,JAN,25469000.0,7652000000,300.0,1
1934,FEB,25496000.0,7144000000,280.0,2
1934,MAR,25521000.0,8272000000,324.0,3
1934,APR,25519000.0,8760000000,343.0,4
1934,MAY,25485000.0,10182000000,400.0,5
1934,JUN,25400000.0,10477000000,412.0,6
1934,JUL,25263000.0,9796000000,388.0,7
1934,AUG,25083000.0,9004000000,359.0,8
1934,SEP,24934000.0,8160000000,327.0,9
1934,OCT,24829000.0,7835000000,316.0,10
1934,NOV,24728000.0,7185000000,291.0,11
1934,DEC,24634000.0,7154000000,290.0,12
1933,JAN,24636000.0,7983000000,324.0,1
1933,FEB,21718000.0,7532000000,305.0,2
1933,MAR,24798000.0,8580000000,346.0,3
1933,APR,24883000.0,8989000000,361.0,4
1933,MAY,24963000.0,10665000000,427.0,5
1933,JUN,25043000.0,10675000000,426.0,6
1933,JUL,25117000.0,9973000000,397.0,7
1933,AUG,25191000.0,9167000000,364.0,8
1933,SEP,25262000.0,8192000000,324.0,9
1933,OCT,25329000.0,7941000000,314.0,10
1933,NOV,25385000.0,7417000000,292.0,11
1933,DEC,25433000.0,7648000000,301.0,12
1932,JAN,23650000.0,7951000000,336.0,1
1932,FEB,23737000.0,7784000000,328.0,2
1932,MAR,23823000.0,8625000000,362.0,3
1932,APR,23906000.0,8854000000,370.0,4
1932,MAY,23986000.0,10504000000,438.0,5
1932,JUN,24068000.0,10701000000,445.0,6
1932,JUL,24145000.0,9777000000,405.0,7
1932,AUG,24228000.0,8739000000,361.0,8
1932,SEP,24311000.0,7974000000,328.0,9
1932,OCT,24399000.0,7810000000,320.0,10
1932,NOV,24467000.0,7369000000,301.0,11
1932,DEC,24544000.0,7722000000,315.0,12
1931,JAN,22644000.0,7798000000,344.0,1
1931,FEB,22725000.0,7417000000,326.0,2
1931,MAR,22811000.0,8519000000,373.0,3
1931,APR,22898000.0,9048000000,395.0,4
1931,MAY,22980000.0,10580000000,460.0,5
1931,JUN,23069000.0,10683000000,463.0,6
1931,JUL,23150000.0,9663000000,417.0,7
1931,AUG,23230000.0,8643000000,372.0,8
1931,SEP,23312000.0,7798000000,335.0,9
1931,OCT,23395000.0,7737000000,331.0,10
1931,NOV,23478000.0,7427000000,316.0,11
1931,DEC,23558000.0,7716000000,328.0,12
1930,JAN,21892000.0,7371000000,337.0,1
1930,FEB,21951000.0,7051000000,321.0,2
1930,MAR,22010000.0,8253000000,375.0,3
1930,APR,22067000.0,8723000000,395.0,4
1930,MAY,22124000.0,10386000000,469.0,5
1930,JUN,22189000.0,10766000000,485.0,6
1930,JUL,22243000.0,9725000000,437.0,7
1930,AUG,22302000.0,8413000000,377.0,8
1930,SEP,22361000.0,7522000000,336.0,9
1930,OCT,22427000.0,7466000000,333.0,10
1930,NOV,22495000.0,7091000000,315.0,11
1930,DEC,22562000.0,7391000000,328.0,12
2013,MAR,,17681000000,,3
2013,APR,,17260000000,,4
2013,MAY,,17829000000,,5
2013,JUN,,16948000000,,6
